,dist_code,month,sector,investment in cr,number_of_employees,district,Mmm,quarter,fiscal_year
806,20_4,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,8,Peddapalli,Nov,Q3,2019
807,20_4,01-11-2019,Beverages,0.05,2,Peddapalli,Nov,Q3,2019
808,20_4,01-11-2019,Food Processing,0.465,43,Peddapalli,Nov,Q3,2019
809,15_2,01-11-2019,Others,35.598,20,Medchal_Malkajgiri,Nov,Q3,2019
810,15_2,01-11-2019,Granite and Stone Crushing,0.25,9,Medchal_Malkajgiri,Nov,Q3,2019
811,15_2,01-11-2019,Paper and Printing,0.5371,25,Medchal_Malkajgiri,Nov,Q3,2019
812,15_2,01-11-2019,Food Processing,5.2268,41,Medchal_Malkajgiri,Nov,Q3,2019
813,15_2,01-11-2019,Electrical and Electronic Products,8.1911,65,Medchal_Malkajgiri,Nov,Q3,2019
814,15_2,01-11-2019,Agro based incl Cold Storages,2.0523,18,Medchal_Malkajgiri,Nov,Q3,2019
815,15_2,01-11-2019,Engineering,25.3714,354,Medchal_Malkajgiri,Nov,Q3,2019
816,15_2,01-11-2019,Pharmaceuticals and Chemicals,59.5908,228,Medchal_Malkajgiri,Nov,Q3,2019
817,15_2,01-11-2019,R&D,2.7535,50,Medchal_Malkajgiri,Nov,Q3,2019
818,15_2,01-11-2019,Textiles,0.24,105,Medchal_Malkajgiri,Nov,Q3,2019
819,15_2,01-11-2019,"Real Estate,Industrial Parks and IT Buildings",66.9072,1365,Medchal_Malkajgiri,Nov,Q3,2019
820,15_2,01-11-2019,Plastic and Rubber,2.425,50,Medchal_Malkajgiri,Nov,Q3,2019
821,21_3,01-11-2019,Food Processing,0.055,5,Jangoan,Nov,Q3,2019
822,21_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2744,17,Jangoan,Nov,Q3,2019
823,21_3,01-11-2019,Beverages,0.05,2,Jangoan,Nov,Q3,2019
824,21_3,01-11-2019,Agro based incl Cold Storages,0.4738,15,Jangoan,Nov,Q3,2019
825,18_2,01-11-2019,Paper and Printing,0.1325,4,Kamareddy,Nov,Q3,2019
826,18_2,01-11-2019,Textiles,0.1,8,Kamareddy,Nov,Q3,2019
827,18_2,01-11-2019,Agro based incl Cold Storages,0.36,14,Kamareddy,Nov,Q3,2019
828,18_2,01-11-2019,Food Processing,3.036,20,Kamareddy,Nov,Q3,2019
829,14_2,01-11-2019,Others,1.415,15,Jogulamba Gadwal,Nov,Q3,2019
830,19_3,01-11-2019,Engineering,0.13,2,Mancherial,Nov,Q3,2019
831,19_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,28,Mancherial,Nov,Q3,2019
832,15_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Rangareddy,Nov,Q3,2019
833,15_1,01-11-2019,Engineering,2.2246,24,Rangareddy,Nov,Q3,2019
834,15_1,01-11-2019,Food Processing,4.201,50,Rangareddy,Nov,Q3,2019
835,15_1,01-11-2019,Granite and Stone Crushing,0.25,10,Rangareddy,Nov,Q3,2019
836,15_1,01-11-2019,R&D,0.5,5,Rangareddy,Nov,Q3,2019
837,15_1,01-11-2019,"Real Estate,Industrial Parks and IT Buildings",145.1785,10200,Rangareddy,Nov,Q3,2019
838,15_1,01-11-2019,Electrical and Electronic Products,0.2418,40,Rangareddy,Nov,Q3,2019
839,19_4,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8,Kumurambheem Asifabad,Nov,Q3,2019
840,19_4,01-11-2019,Engineering,0.22,8,Kumurambheem Asifabad,Nov,Q3,2019
841,19_4,01-11-2019,Food Processing,0.1,18,Kumurambheem Asifabad,Nov,Q3,2019
842,22_1,01-11-2019,Agro based incl Cold Storages,1.1405,15,Khammam,Nov,Q3,2019
843,22_1,01-11-2019,Food Processing,0.9375,36,Khammam,Nov,Q3,2019
844,22_1,01-11-2019,Granite and Stone Crushing,1.072,62,Khammam,Nov,Q3,2019
845,22_1,01-11-2019,Pharmaceuticals and Chemicals,3.6,45,Khammam,Nov,Q3,2019
846,22_1,01-11-2019,Engineering,0.187,10,Khammam,Nov,Q3,2019
847,22_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.04,8,Khammam,Nov,Q3,2019
848,20_1,01-11-2019,Granite and Stone Crushing,1.23,40,Karimnagar,Nov,Q3,2019
849,20_1,01-11-2019,Pharmaceuticals and Chemicals,0.2,2,Karimnagar,Nov,Q3,2019
850,20_1,01-11-2019,Paper and Printing,0.25,8,Karimnagar,Nov,Q3,2019
851,20_1,01-11-2019,Food Processing,0.4857,23,Karimnagar,Nov,Q3,2019
852,20_1,01-11-2019,Engineering,1.1575,15,Karimnagar,Nov,Q3,2019
853,20_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,24,Karimnagar,Nov,Q3,2019
854,20_1,01-11-2019,Beverages,0.25,10,Karimnagar,Nov,Q3,2019
855,20_1,01-11-2019,Agro based incl Cold Storages,1.3528,25,Karimnagar,Nov,Q3,2019
856,17_1,01-11-2019,Plastic and Rubber,0.24,50,Medak,Nov,Q3,2019
857,17_1,01-11-2019,Pharmaceuticals and Chemicals,0.25,5,Medak,Nov,Q3,2019
858,17_1,01-11-2019,Granite and Stone Crushing,0.078,85,Medak,Nov,Q3,2019
859,17_1,01-11-2019,Food Processing,1.5,15,Medak,Nov,Q3,2019
860,17_1,01-11-2019,Wood and Leather,4.001,30,Medak,Nov,Q3,2019
861,17_2,01-11-2019,Others,0.31,9,Sangareddy,Nov,Q3,2019
862,17_2,01-11-2019,Paper and Printing,14.6985,20,Sangareddy,Nov,Q3,2019
863,17_2,01-11-2019,Pharmaceuticals and Chemicals,13.4,899,Sangareddy,Nov,Q3,2019
864,17_2,01-11-2019,Plastic and Rubber,8.7384,50,Sangareddy,Nov,Q3,2019
865,17_2,01-11-2019,R&D,2.421,35,Sangareddy,Nov,Q3,2019
866,17_2,01-11-2019,Textiles,0.25,8,Sangareddy,Nov,Q3,2019
867,17_2,01-11-2019,Food Processing,4.031,65,Sangareddy,Nov,Q3,2019
868,17_2,01-11-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.12,8,Sangareddy,Nov,Q3,2019
869,17_2,01-11-2019,Engineering,4.0784,56,Sangareddy,Nov,Q3,2019
870,17_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.25,50,Sangareddy,Nov,Q3,2019
871,17_2,01-11-2019,Agro based incl Cold Storages,5.7496,12,Sangareddy,Nov,Q3,2019
872,22_2,01-11-2019,Agro based incl Cold Storages,0.27,9,Bhadradri Kothagudem,Nov,Q3,2019
873,22_2,01-11-2019,Beverages,0.23,5,Bhadradri Kothagudem,Nov,Q3,2019
874,22_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Bhadradri Kothagudem,Nov,Q3,2019
875,22_2,01-11-2019,Food Processing,0.23,3,Bhadradri Kothagudem,Nov,Q3,2019
876,22_2,01-11-2019,Paper and Printing,950.0,0,Bhadradri Kothagudem,Nov,Q3,2019
877,20_2,01-11-2019,Others,0.12,2,Jagtial,Nov,Q3,2019
878,20_2,01-11-2019,Granite and Stone Crushing,0.25,20,Jagtial,Nov,Q3,2019
879,20_2,01-11-2019,Engineering,0.56,27,Jagtial,Nov,Q3,2019
880,20_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1122,4,Jagtial,Nov,Q3,2019
881,20_2,01-11-2019,Beverages,0.09,4,Jagtial,Nov,Q3,2019
882,20_2,01-11-2019,Agro based incl Cold Storages,0.276,6,Jagtial,Nov,Q3,2019
883,20_2,01-11-2019,Food Processing,0.263,6,Jagtial,Nov,Q3,2019
884,21_2,01-11-2019,Textiles,3.8,80,Warangal,Nov,Q3,2019
885,21_2,01-11-2019,Granite and Stone Crushing,1.07,38,Warangal,Nov,Q3,2019
886,21_2,01-11-2019,Engineering,0.2,0,Warangal,Nov,Q3,2019
887,21_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,Warangal,Nov,Q3,2019
888,21_2,01-11-2019,Beverages,0.04,4,Warangal,Nov,Q3,2019
889,21_2,01-11-2019,Agro based incl Cold Storages,0.6075,22,Warangal,Nov,Q3,2019
890,18_1,01-11-2019,Food Processing,0.26,9,Nizamabad,Nov,Q3,2019
891,18_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10,Nizamabad,Nov,Q3,2019
892,18_1,01-11-2019,Wood and Leather,0.02,2,Nizamabad,Nov,Q3,2019
893,18_1,01-11-2019,Beverages,0.15,3,Nizamabad,Nov,Q3,2019
894,18_1,01-11-2019,Agro based incl Cold Storages,0.21,6,Nizamabad,Nov,Q3,2019
895,17_3,01-11-2019,Wood and Leather,0.12,12,Siddipet,Nov,Q3,2019
896,17_3,01-11-2019,Textiles,0.19,12,Siddipet,Nov,Q3,2019
897,17_3,01-11-2019,Pharmaceuticals and Chemicals,0.2,9,Siddipet,Nov,Q3,2019
898,17_3,01-11-2019,Engineering,1.93,25,Siddipet,Nov,Q3,2019
899,14_1,01-12-2019,Agro based incl Cold Storages,0.0,2,Mahabubnagar,Dec,Q3,2019
900,14_1,01-12-2019,Engineering,13.685,121,Mahabubnagar,Dec,Q3,2019
901,19_1,01-12-2019,Agro based incl Cold Storages,0.02,4,Adilabad,Dec,Q3,2019
902,19_1,01-12-2019,Beverages,0.19,12,Adilabad,Dec,Q3,2019
903,20_3,01-12-2019,Textiles,1.425,90,Rajanna Sircilla,Dec,Q3,2019
904,20_3,01-12-2019,Pharmaceuticals and Chemicals,0.4885,30,Rajanna Sircilla,Dec,Q3,2019
905,20_3,01-12-2019,Granite and Stone Crushing,0.47,35,Rajanna Sircilla,Dec,Q3,2019
906,20_3,01-12-2019,Engineering,0.25,20,Rajanna Sircilla,Dec,Q3,2019
907,20_3,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4725,25,Rajanna Sircilla,Dec,Q3,2019
908,20_3,01-12-2019,Agro based incl Cold Storages,0.954,51,Rajanna Sircilla,Dec,Q3,2019
909,21_5,01-12-2019,Agro based incl Cold Storages,0.061,5,Mahabubabad,Dec,Q3,2019
910,21_5,01-12-2019,Food Processing,2.473,44,Mahabubabad,Dec,Q3,2019
911,21_5,01-12-2019,Granite and Stone Crushing,1.5272,50,Mahabubabad,Dec,Q3,2019
912,19_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5,Nirmal,Dec,Q3,2019
913,19_2,01-12-2019,Others,0.1,50,Nirmal,Dec,Q3,2019
914,23_1,01-12-2019,Food Processing,2.45,20,Nalgonda,Dec,Q3,2019
915,23_1,01-12-2019,Engineering,0.3,8,Nalgonda,Dec,Q3,2019
916,23_1,01-12-2019,Agro based incl Cold Storages,0.04,5,Nalgonda,Dec,Q3,2019
917,23_1,01-12-2019,Textiles,0.5,9,Nalgonda,Dec,Q3,2019
918,15_3,01-12-2019,Food Processing,0.03,3,Vikarabad,Dec,Q3,2019
919,15_3,01-12-2019,Granite and Stone Crushing,0.583,20,Vikarabad,Dec,Q3,2019
920,14_3,01-12-2019,Granite and Stone Crushing,0.5236,53,Nagarkurnool,Dec,Q3,2019
921,23_2,01-12-2019,Granite and Stone Crushing,3.085,25,Suryapet,Dec,Q3,2019
922,23_3,01-12-2019,Agro based incl Cold Storages,0.2441,6,Yadadri Bhuvanagiri,Dec,Q3,2019
923,23_3,01-12-2019,Engineering,1.725,50,Yadadri Bhuvanagiri,Dec,Q3,2019
924,23_3,01-12-2019,Granite and Stone Crushing,0.85,20,Yadadri Bhuvanagiri,Dec,Q3,2019
925,23_3,01-12-2019,Paper and Printing,0.255,13,Yadadri Bhuvanagiri,Dec,Q3,2019
926,23_3,01-12-2019,Pharmaceuticals and Chemicals,7.0405,24,Yadadri Bhuvanagiri,Dec,Q3,2019
927,23_3,01-12-2019,Wood and Leather,0.15,10,Yadadri Bhuvanagiri,Dec,Q3,2019
928,23_3,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,5,Yadadri Bhuvanagiri,Dec,Q3,2019
929,23_3,01-12-2019,Plastic and Rubber,3.2,15,Yadadri Bhuvanagiri,Dec,Q3,2019
930,20_4,01-12-2019,Plastic and Rubber,0.22,4,Peddapalli,Dec,Q3,2019
931,20_4,01-12-2019,Paper and Printing,0.05,2,Peddapalli,Dec,Q3,2019
932,20_4,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",5254.28,450,Peddapalli,Dec,Q3,2019
933,20_4,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6575,34,Peddapalli,Dec,Q3,2019
934,20_4,01-12-2019,Beverages,0.12,4,Peddapalli,Dec,Q3,2019
935,15_2,01-12-2019,Plastic and Rubber,1.51,48,Medchal_Malkajgiri,Dec,Q3,2019
936,15_2,01-12-2019,R&D,5.5568,112,Medchal_Malkajgiri,Dec,Q3,2019
937,15_2,01-12-2019,Wood and Leather,0.33,10,Medchal_Malkajgiri,Dec,Q3,2019
938,15_2,01-12-2019,Pharmaceuticals and Chemicals,0.0255,5,Medchal_Malkajgiri,Dec,Q3,2019
939,15_2,01-12-2019,Paper and Printing,0.25,30,Medchal_Malkajgiri,Dec,Q3,2019
940,15_2,01-12-2019,Food Processing,0.15,50,Medchal_Malkajgiri,Dec,Q3,2019
941,15_2,01-12-2019,Others,4.0,65,Medchal_Malkajgiri,Dec,Q3,2019
942,15_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.49,46,Medchal_Malkajgiri,Dec,Q3,2019
943,15_2,01-12-2019,Electrical and Electronic Products,3.05,38,Medchal_Malkajgiri,Dec,Q3,2019
944,15_2,01-12-2019,Engineering,33.5349,439,Medchal_Malkajgiri,Dec,Q3,2019
945,15_2,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.0,60,Medchal_Malkajgiri,Dec,Q3,2019
946,21_3,01-12-2019,Beverages,0.0225,2,Jangoan,Dec,Q3,2019
947,21_3,01-12-2019,Agro based incl Cold Storages,0.145,2,Jangoan,Dec,Q3,2019
948,18_2,01-12-2019,Agro based incl Cold Storages,0.46,17,Kamareddy,Dec,Q3,2019
949,18_2,01-12-2019,Food Processing,4.7768,35,Kamareddy,Dec,Q3,2019
950,14_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.7812,14,Jogulamba Gadwal,Dec,Q3,2019
951,19_3,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,5,Mancherial,Dec,Q3,2019
952,19_3,01-12-2019,Food Processing,0.75,25,Mancherial,Dec,Q3,2019
953,19_3,01-12-2019,Granite and Stone Crushing,0.15,10,Mancherial,Dec,Q3,2019
954,19_3,01-12-2019,Plastic and Rubber,0.15,3,Mancherial,Dec,Q3,2019
955,15_1,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.76,94,Rangareddy,Dec,Q3,2019
956,15_1,01-12-2019,Electrical and Electronic Products,5.25,150,Rangareddy,Dec,Q3,2019
957,15_1,01-12-2019,Engineering,3.3225,12,Rangareddy,Dec,Q3,2019
958,15_1,01-12-2019,Granite and Stone Crushing,0.18,9,Rangareddy,Dec,Q3,2019
959,15_1,01-12-2019,Others,196.56,456,Rangareddy,Dec,Q3,2019
960,15_1,01-12-2019,Pharmaceuticals and Chemicals,0.75,10,Rangareddy,Dec,Q3,2019
961,15_1,01-12-2019,Food Processing,0.39,28,Rangareddy,Dec,Q3,2019
962,19_4,01-12-2019,Beverages,0.15,5,Kumurambheem Asifabad,Dec,Q3,2019
963,19_4,01-12-2019,Engineering,0.05,3,Kumurambheem Asifabad,Dec,Q3,2019
964,19_4,01-12-2019,Food Processing,0.2,12,Kumurambheem Asifabad,Dec,Q3,2019
965,22_1,01-12-2019,Wood and Leather,0.14,4,Khammam,Dec,Q3,2019
966,22_1,01-12-2019,Granite and Stone Crushing,1.9965,24,Khammam,Dec,Q3,2019
967,22_1,01-12-2019,Food Processing,2.62,16,Khammam,Dec,Q3,2019
968,22_1,01-12-2019,Engineering,0.03,2,Khammam,Dec,Q3,2019
969,22_1,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,6,Khammam,Dec,Q3,2019
970,22_1,01-12-2019,Beverages,0.09,4,Khammam,Dec,Q3,2019
971,22_1,01-12-2019,Agro based incl Cold Storages,4.089,68,Khammam,Dec,Q3,2019
972,20_1,01-12-2019,Agro based incl Cold Storages,0.93,48,Karimnagar,Dec,Q3,2019
973,20_1,01-12-2019,Beverages,0.23,12,Karimnagar,Dec,Q3,2019
974,20_1,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4475,14,Karimnagar,Dec,Q3,2019
975,20_1,01-12-2019,Engineering,0.643,31,Karimnagar,Dec,Q3,2019
976,20_1,01-12-2019,Food Processing,0.2875,10,Karimnagar,Dec,Q3,2019
977,20_1,01-12-2019,Granite and Stone Crushing,3.1497,52,Karimnagar,Dec,Q3,2019
978,17_1,01-12-2019,Food Processing,6.01,73,Medak,Dec,Q3,2019
979,17_1,01-12-2019,Pharmaceuticals and Chemicals,1.35,18,Medak,Dec,Q3,2019
980,17_1,01-12-2019,Others,0.575,20,Medak,Dec,Q3,2019
981,17_1,01-12-2019,Engineering,2.65,20,Medak,Dec,Q3,2019
982,17_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,0,Sangareddy,Dec,Q3,2019
983,17_2,01-12-2019,Engineering,2.8445,50,Sangareddy,Dec,Q3,2019
984,17_2,01-12-2019,Granite and Stone Crushing,1.385,15,Sangareddy,Dec,Q3,2019
985,17_2,01-12-2019,Wood and Leather,0.4137,5,Sangareddy,Dec,Q3,2019
986,17_2,01-12-2019,R&D,33.8738,169,Sangareddy,Dec,Q3,2019
987,17_2,01-12-2019,Plastic and Rubber,28.8331,177,Sangareddy,Dec,Q3,2019
988,17_2,01-12-2019,Pharmaceuticals and Chemicals,78.278,115,Sangareddy,Dec,Q3,2019
989,17_2,01-12-2019,Food Processing,2.7939,90,Sangareddy,Dec,Q3,2019
990,22_2,01-12-2019,Beverages,0.07,4,Bhadradri Kothagudem,Dec,Q3,2019
991,22_2,01-12-2019,Agro based incl Cold Storages,0.81,15,Bhadradri Kothagudem,Dec,Q3,2019
992,14_5,01-12-2019,Food Processing,0.9693,8,Narayanpet,Dec,Q3,2019
993,20_2,01-12-2019,Granite and Stone Crushing,0.25,20,Jagtial,Dec,Q3,2019
994,20_2,01-12-2019,Food Processing,0.375,20,Jagtial,Dec,Q3,2019
995,20_2,01-12-2019,Engineering,0.225,14,Jagtial,Dec,Q3,2019
996,20_2,01-12-2019,Beverages,0.1,4,Jagtial,Dec,Q3,2019
997,21_6,01-12-2019,Food Processing,0.3,9,Mulugu,Dec,Q3,2019
998,21_2,01-12-2019,Agro based incl Cold Storages,0.6898,12,Warangal,Dec,Q3,2019
999,21_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.53,28,Warangal,Dec,Q3,2019
1000,21_2,01-12-2019,Engineering,0.026,4,Warangal,Dec,Q3,2019
1001,21_2,01-12-2019,Food Processing,1.21,11,Warangal,Dec,Q3,2019
1002,21_2,01-12-2019,Granite and Stone Crushing,4.925,51,Warangal,Dec,Q3,2019
1003,21_2,01-12-2019,Plastic and Rubber,0.18,5,Warangal,Dec,Q3,2019
1004,21_2,01-12-2019,Textiles,0.95,20,Warangal,Dec,Q3,2019
1005,18_1,01-12-2019,Engineering,0.1875,12,Nizamabad,Dec,Q3,2019
1006,18_1,01-12-2019,Beverages,0.03,2,Nizamabad,Dec,Q3,2019
1007,18_1,01-12-2019,Food Processing,0.9382,15,Nizamabad,Dec,Q3,2019
1008,17_3,01-12-2019,Pharmaceuticals and Chemicals,3.1295,35,Siddipet,Dec,Q3,2019
1009,17_3,01-12-2019,Food Processing,9.8,25,Siddipet,Dec,Q3,2019
1010,17_3,01-12-2019,Beverages,2.0,15,Siddipet,Dec,Q3,2019
1011,17_3,01-12-2019,Agro based incl Cold Storages,0.38,14,Siddipet,Dec,Q3,2019
1012,16_1,01-12-2019,Engineering,3.24,200,Hyderabad,Dec,Q3,2019
1013,14_1,01-01-2020,Textiles,2.5,45,Mahabubnagar,Jan,Q4,2019
1014,14_1,01-01-2020,Plastic and Rubber,146.25,250,Mahabubnagar,Jan,Q4,2019
1015,14_1,01-01-2020,Pharmaceuticals and Chemicals,1.06,10,Mahabubnagar,Jan,Q4,2019
1016,14_1,01-01-2020,Agro based incl Cold Storages,3.49,10,Mahabubnagar,Jan,Q4,2019
1017,14_1,01-01-2020,Engineering,9.4745,205,Mahabubnagar,Jan,Q4,2019
1018,19_1,01-01-2020,Beverages,0.07,6,Adilabad,Jan,Q4,2019
1019,19_1,01-01-2020,Textiles,0.014,0,Adilabad,Jan,Q4,2019
1020,20_3,01-01-2020,Beverages,0.2,15,Rajanna Sircilla,Jan,Q4,2019
1021,20_3,01-01-2020,Engineering,2.26,30,Rajanna Sircilla,Jan,Q4,2019
1022,20_3,01-01-2020,Paper and Printing,0.2475,20,Rajanna Sircilla,Jan,Q4,2019
1023,20_3,01-01-2020,Textiles,0.5675,35,Rajanna Sircilla,Jan,Q4,2019
1024,21_5,01-01-2020,Agro based incl Cold Storages,0.055,5,Mahabubabad,Jan,Q4,2019
1025,21_5,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.071,5,Mahabubabad,Jan,Q4,2019
1026,21_5,01-01-2020,Food Processing,0.2721,11,Mahabubabad,Jan,Q4,2019
1027,21_5,01-01-2020,Granite and Stone Crushing,0.131,10,Mahabubabad,Jan,Q4,2019
1028,19_2,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,15,Nirmal,Jan,Q4,2019
1029,19_2,01-01-2020,Food Processing,0.1,18,Nirmal,Jan,Q4,2019
1030,23_1,01-01-2020,Agro based incl Cold Storages,0.24,9,Nalgonda,Jan,Q4,2019
1031,23_1,01-01-2020,Food Processing,8.5532,49,Nalgonda,Jan,Q4,2019
1032,23_1,01-01-2020,Textiles,4.9,10,Nalgonda,Jan,Q4,2019
1033,15_3,01-01-2020,Agro based incl Cold Storages,1.575,5,Vikarabad,Jan,Q4,2019
1034,15_3,01-01-2020,Engineering,0.1,6,Vikarabad,Jan,Q4,2019
1035,15_3,01-01-2020,Granite and Stone Crushing,0.1493,15,Vikarabad,Jan,Q4,2019
1036,15_3,01-01-2020,Others,0.9625,20,Vikarabad,Jan,Q4,2019
1037,15_3,01-01-2020,Food Processing,0.128,13,Vikarabad,Jan,Q4,2019
1038,23_2,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,8,Suryapet,Jan,Q4,2019
1039,23_2,01-01-2020,Engineering,1.0738,11,Suryapet,Jan,Q4,2019
1040,23_2,01-01-2020,Granite and Stone Crushing,3.035,30,Suryapet,Jan,Q4,2019
1041,23_3,01-01-2020,Pharmaceuticals and Chemicals,4.95,79,Yadadri Bhuvanagiri,Jan,Q4,2019
1042,23_3,01-01-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",3.85,50,Yadadri Bhuvanagiri,Jan,Q4,2019
1043,23_3,01-01-2020,Food Processing,0.14,5,Yadadri Bhuvanagiri,Jan,Q4,2019
1044,23_3,01-01-2020,Granite and Stone Crushing,1.65,33,Yadadri Bhuvanagiri,Jan,Q4,2019
1045,23_3,01-01-2020,Agro based incl Cold Storages,0.08,3,Yadadri Bhuvanagiri,Jan,Q4,2019
1046,23_3,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,12,Yadadri Bhuvanagiri,Jan,Q4,2019
1047,20_4,01-01-2020,Agro based incl Cold Storages,0.4,12,Peddapalli,Jan,Q4,2019
1048,20_4,01-01-2020,Engineering,0.1043,14,Peddapalli,Jan,Q4,2019
1049,20_4,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,6,Peddapalli,Jan,Q4,2019
1050,15_2,01-01-2020,Electrical and Electronic Products,15.22,253,Medchal_Malkajgiri,Jan,Q4,2019
1051,15_2,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",7.23,90,Medchal_Malkajgiri,Jan,Q4,2019
1052,15_2,01-01-2020,Agro based incl Cold Storages,0.49,38,Medchal_Malkajgiri,Jan,Q4,2019
1053,15_2,01-01-2020,Engineering,17.1842,178,Medchal_Malkajgiri,Jan,Q4,2019
1054,15_2,01-01-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.45,70,Medchal_Malkajgiri,Jan,Q4,2019
1055,15_2,01-01-2020,Wood and Leather,0.16,5,Medchal_Malkajgiri,Jan,Q4,2019
1056,15_2,01-01-2020,Textiles,0.162,15,Medchal_Malkajgiri,Jan,Q4,2019
1057,15_2,01-01-2020,R&D,10.3531,112,Medchal_Malkajgiri,Jan,Q4,2019
1058,15_2,01-01-2020,Plastic and Rubber,4.36,96,Medchal_Malkajgiri,Jan,Q4,2019
1059,15_2,01-01-2020,Pharmaceuticals and Chemicals,84.5945,403,Medchal_Malkajgiri,Jan,Q4,2019
1060,15_2,01-01-2020,Paper and Printing,14.2,95,Medchal_Malkajgiri,Jan,Q4,2019
1061,15_2,01-01-2020,Others,0.2,10,Medchal_Malkajgiri,Jan,Q4,2019
1062,15_2,01-01-2020,Granite and Stone Crushing,0.44,10,Medchal_Malkajgiri,Jan,Q4,2019
1063,21_3,01-01-2020,Agro based incl Cold Storages,0.78,14,Jangoan,Jan,Q4,2019
1064,21_3,01-01-2020,Beverages,0.2486,8,Jangoan,Jan,Q4,2019
1065,21_3,01-01-2020,Granite and Stone Crushing,0.53,30,Jangoan,Jan,Q4,2019
1066,18_2,01-01-2020,Food Processing,0.73,18,Kamareddy,Jan,Q4,2019
1067,18_2,01-01-2020,Agro based incl Cold Storages,2.8925,15,Kamareddy,Jan,Q4,2019
1068,18_2,01-01-2020,Engineering,0.02,2,Kamareddy,Jan,Q4,2019
1069,19_3,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9,39,Mancherial,Jan,Q4,2019
1070,19_3,01-01-2020,Others,0.07,10,Mancherial,Jan,Q4,2019
1071,19_3,01-01-2020,Paper and Printing,0.25,6,Mancherial,Jan,Q4,2019
1072,15_1,01-01-2020,Electrical and Electronic Products,1.0,100,Rangareddy,Jan,Q4,2019
1073,15_1,01-01-2020,Engineering,5.1876,73,Rangareddy,Jan,Q4,2019
1074,15_1,01-01-2020,Pharmaceuticals and Chemicals,125.0,300,Rangareddy,Jan,Q4,2019
1075,15_1,01-01-2020,Paper and Printing,0.85,10,Rangareddy,Jan,Q4,2019
1076,15_1,01-01-2020,Others,0.75,12,Rangareddy,Jan,Q4,2019
1077,15_1,01-01-2020,Granite and Stone Crushing,0.49,35,Rangareddy,Jan,Q4,2019
1078,15_1,01-01-2020,Food Processing,3.3546,338,Rangareddy,Jan,Q4,2019
1079,15_1,01-01-2020,Agro based incl Cold Storages,3.713,15,Rangareddy,Jan,Q4,2019
1080,15_1,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,5,Rangareddy,Jan,Q4,2019
1081,15_1,01-01-2020,"Real Estate,Industrial Parks and IT Buildings",394.0,57000,Rangareddy,Jan,Q4,2019
1082,15_1,01-01-2020,Wood and Leather,0.84,51,Rangareddy,Jan,Q4,2019
1083,15_1,01-01-2020,Solar and Other Renewable Energy,19.87,60,Rangareddy,Jan,Q4,2019
